,links,names,ratings,price for two,cuisine
160,https://www.zomato.com/bangalore/the-good-bowl-vasanth-nagar-bangalore/order,The Good Bowl,4.1,₹150 for one,"North Indian, Biryani, Mughlai"
161,https://www.zomato.com/bangalore/brahmins-thatte-idli-malleshwaram-bangalore/order,Brahmins' Thatte Idli,4.2,₹150 for one,South Indian
162,https://www.zomato.com/bangalore/anjappar-brigade-road-bangalore/order,Anjappar,3.8,₹150 for one,"South Indian, Chettinad, North Indian, Biryani, Chinese, Sichuan, Desserts, Beverages"
163,https://www.zomato.com/bangalore/ande-ka-funda-2-btm-bangalore/order,Ande Ka Funda,3.8,₹150 for one,"North Indian, Rolls, Chinese"
164,https://www.zomato.com/bangalore/home-plate-by-eatfit-vasanth-nagar-bangalore/order,Home Plate by EatFit,4.3,₹150 for one,"North Indian, South Indian, Healthy Food, Desserts, Beverages, Andhra, Mithai, Pizza"
165,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore/order,Kunafa World,4.3,₹200 for one,Desserts
166,https://www.zomato.com/bangalore/nashville-fried-chicken-nfc-domlur-bangalore/order,Nashville Fried Chicken - NFC,4.0,₹200 for one,"American, Burger, Beverages, Desserts, Fast Food, Finger Food"
167,https://www.zomato.com/bangalore/jose-mess-hosur-road-bangalore/order,Jose Mess,4.3,₹200 for one,"Kerala, South Indian, Biryani"
168,https://www.zomato.com/bangalore/paragon-restaurant-since-1939-st-marks-road-bangalore/order,Paragon Restaurant - Since 1939,4.3,₹200 for one,"Kerala, Oriental, South Indian, Chinese, Seafood, Desserts, Beverages"
169,https://www.zomato.com/bangalore/biryani-pot-btm/order,Biryani Pot,4.0,₹200 for one,"Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan"
170,https://www.zomato.com/bangalore/roti-wala-com-kumaraswamy-layout-bangalore/order,Roti-Wala.Com,4.0,₹200 for one,"North Indian, Chinese"
171,https://www.zomato.com/bangalore/ibaco-brigade-road-bangalore/order,ibaco,4.7,₹200 for one,"Ice Cream, Desserts"
172,https://www.zomato.com/bangalore/the-dessert-zone-vasanth-nagar-bangalore/order,The Dessert Zone,3.4,₹200 for one,"Desserts, Shake, Ice Cream, Bakery, Beverages"
173,https://www.zomato.com/bangalore/bake-and-juice-hosur-road-bangalore/order,Bake and Juice,3.8,₹200 for one,"Arabian, Sandwich, Burger, Biryani, Lebanese, Beverages, Juices, Shake"
174,https://www.zomato.com/bangalore/apsara-ice-creams-koramangala-7th-block-bangalore/order,Apsara Ice Creams,4.7,₹200 for one,"Ice Cream, Desserts"
175,https://www.zomato.com/bangalore/mad-over-donuts-brigade-road/order,Mad Over Donuts,4.2,₹200 for one,"Desserts, Waffle, Beverages"
176,https://www.zomato.com/bangalore/daily-sushi-church-street-bangalore/order,Daily Sushi,4.2,₹200 for one,"Sushi, Japanese, Korean, Asian, Beverages"
177,https://www.zomato.com/bangalore/sri-mahadeshwara-mushroom-dum-biriyani-banashankari-bangalore/order,Sri Mahadeshwara Mushroom Dum Biriyani,4.4,₹100 for one,"Chinese, Biryani"
178,https://www.zomato.com/bangalore/khichdi-bar-majestic-bangalore/order,Khichdi Bar,3.9,₹100 for one,"Healthy Food, North Indian"
179,https://www.zomato.com/bangalore/toscano-lavelle-road/order,Toscano,4.5,₹100 for one,"Italian, Pizza, Pasta, Continental, Desserts, Steak, Seafood, Beverages"
180,https://www.zomato.com/bangalore/rajdhani-indiranagar-bangalore/order,Rajdhani,4.2,₹100 for one,"Gujarati, North Indian, Rajasthani"
181,https://www.zomato.com/bangalore/chai-point-church-street-bangalore/order,Chai Point,4.3,₹100 for one,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts, Cafe"
182,https://www.zomato.com/bangalore/a1-ambur-chicken-biriyani-point-yeshwantpur-bangalore/order,A1 Ambur Chicken Biriyani Point,4.1,₹100 for one,"Biryani, Tamil, Kebab"
183,https://www.zomato.com/bangalore/empire-juices-and-desserts-shivajinagar-bangalore/order,Empire Juices And Desserts,4.0,₹100 for one,"Juices, Beverages, Shake, Ice Cream, Desserts"
184,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order,Cheesecake & Co.,4.4,₹100 for one,"Bakery, Desserts"
185,https://www.zomato.com/bangalore/bangarpet-chats-banashankari/order,Bangarpet Chats,3.0,₹100 for one,Street Food
186,https://www.zomato.com/bangalore/smoky-docky-sanjay-nagar-bangalore/order,Smoky Docky,4.3,₹100 for one,"Shawarma, Fast Food, Lebanese, Desserts, Beverages"
187,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,Biggies Burger,4.0,₹100 for one,"Burger, American, Fast Food, Wraps, Beverages, Shake"
188,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-cunningham-road-bangalore/order,Chaayos Chai+Snacks=Relax,4.2,₹100 for one,"Tea, Beverages, Sandwich, Street Food"
189,https://www.zomato.com/bangalore/kabab-king-restaurant-1-banashankari-bangalore/order,Kabab King Restaurant,3.5,₹150 for one,"North Indian, Chinese"
190,https://www.zomato.com/bangalore/odia-dine-airport-road/order,Odia Dine,4.1,₹150 for one,"North Indian, Odia"
191,https://www.zomato.com/bangalore/swad-punjab-da-btm/order,Swad Punjab Da,4.3,₹150 for one,North Indian
192,https://www.zomato.com/bangalore/sendhoor-coffee-banaswadi-bangalore/order,Sendhoor Coffee,4.4,₹150 for one,"South Indian, Street Food"
193,https://www.zomato.com/bangalore/muthashys-btm-bangalore/order,Muthashy's,4.2,₹150 for one,"Kerala, South Indian, Chinese, Sichuan"
194,https://www.zomato.com/ChurchStreetSocial/order,Church Street SOCIAL,4.1,₹150 for one,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Desserts, Beverages"
195,https://www.zomato.com/bangalore/kulfi-shulfi-bombay-kulfis-shanti-nagar-bangalore/order,Kulfi Shulfi - Bombay Kulfis,4.2,₹150 for one,"Ice Cream, Desserts"
196,https://www.zomato.com/bangalore/agrawals-kitchen-btm-bangalore/order,Agrawal's Kitchen,4.1,₹150 for one,"North Indian, Chinese, Biryani"
197,https://www.zomato.com/bangalore/delicacy-frazer-town/order,Delicacy,4.1,₹150 for one,"Chinese, Thai, Sichuan, Seafood"
198,https://www.zomato.com/bangalore/aastha-bengali-mess-yeshwantpur-bangalore/order,Aastha Bengali Mess,4.0,₹150 for one,"Bengali, North Indian, Chinese"
199,https://www.zomato.com/bangalore/chung-wah-residency-road/order,Chung Wah,4.2,₹150 for one,"Chinese, Asian, Thai, Sichuan"
200,https://www.zomato.com/bangalore/grameen-kulfi-koramangala-8th-block-bangalore/order,Grameen Kulfi,4.6,₹150 for one,"Ice Cream, Desserts"
201,https://www.zomato.com/bangalore/the-taj-hotel-1-city-market-bangalore/order,The Taj Hotel,3.9,₹150 for one,"North Indian, Biryani, Chinese"
202,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,Gokul Veg,4.2,₹150 for one,"North Indian, Chinese, Desserts, Beverages"
203,https://www.zomato.com/bangalore/nisarga-vijay-nagar/order,Nisarga,4.0,₹150 for one,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani"
204,https://www.zomato.com/bangalore/swiss-cream-shanti-nagar-bangalore/order,Swiss Cream,4.0,₹150 for one,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages"
205,https://www.zomato.com/bangalore/bhole-ke-chole-majestic-bangalore/order,Bhole Ke Chole,3.3,₹150 for one,"North Indian, Desserts, Beverages"
206,https://www.zomato.com/chettyscorner/order,Chetty's Corner,4.1,₹150 for one,"Fast Food, Sandwich, Pizza, Burger, Street Food, Beverages"
207,https://www.zomato.com/bangalore/1947-malleshwaram/order,1947,4.3,₹150 for one,"North Indian, Chinese, Biryani, Italian, Street Food, Salad, Desserts, Beverages"
208,https://www.zomato.com/bangalore/indraprastha-restaurant-vijay-nagar/order,Indraprastha Restaurant,4.1,₹150 for one,"South Indian, North Indian, Chinese, Biryani"
209,https://www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,Royal Biryani Kitchen,3.4,₹150 for one,"Biryani, North Indian, Mughlai, Fast Food, Beverages, Sichuan"
210,https://www.zomato.com/bangalore/sardarji-londonwaley-pure-veg-banashankari-bangalore/order,Sardarji Londonwaley Pure Veg,3.9,₹150 for one,"North Indian, Chinese, Mughlai, Biryani, Beverages"
211,https://www.zomato.com/bangalore/kabab-king-kumaraswamy-layout-bangalore/order,Kabab King,3.5,₹150 for one,"North Indian, Chinese, Juices, Shake"
212,https://www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Crusto's - Cheese Burst Pizza,4.2,₹150 for one,"Healthy Food, Pizza, North Indian, Burger, Biryani, Chinese, Desserts, Beverages"
213,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor/order,Shanthi Sagar,4.2,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Desserts, Shake, Beverages"
214,https://www.zomato.com/bangalore/litti-twist-btm/order,Litti Twist,4.1,₹100 for one,"North Indian, Bihari, Street Food, Chinese, Desserts, Beverages"
215,https://www.zomato.com/bangalore/udupi-aatithya-basavanagudi-bangalore/order,Udupi Aatithya,4.1,₹100 for one,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Juices, Beverages"
216,https://www.zomato.com/bangalore/louis-burger-indiranagar-bangalore/order,Louis Burger,3.9,₹100 for one,"Burger, Fast Food, Beverages, Desserts"
217,https://www.zomato.com/bangalore/ubq-by-barbeque-nation-indiranagar-bangalore/order,UBQ by Barbeque Nation,3.4,₹100 for one,"North Indian, BBQ, Biryani, Street Food, Kebab, Beverages, Desserts"
218,https://www.zomato.com/bangalore/karnataka-bhel-house-basavanagudi/order,Karnataka Bhel House,4.3,₹100 for one,"Street Food, Ice Cream"
219,https://www.zomato.com/bangalore/madras-meal-company-1-frazer-town-bangalore/order,Madras Meal Company,4.2,₹100 for one,"South Indian, Chettinad, Tamil"
220,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-commercial-street-bangalore/order,ITC Sunfeast Baked Creations,4.4,₹100 for one,"Bakery, Desserts, Sandwich, Beverages, Shake, Cafe"
221,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-1-frazer-town/order,Khan Saheb Grills and Rolls,3.9,₹100 for one,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages"
222,https://www.zomato.com/bangalore/shyamjis-chole-bhature-malleshwaram-bangalore/order,Shyamji's Chole Bhature,4.1,₹100 for one,"North Indian, Street Food, Fast Food, Desserts, Beverages"
223,https://www.zomato.com/bangalore/pasta-street-cunningham-road/order,Pasta Street,4.2,₹100 for one,"Pasta, Pizza, Italian, Salad, Desserts, Beverages"
224,https://www.zomato.com/bangalore/donne-biriyani-mane-1-airport-road-bangalore/order,Donne Biriyani Mane,3.9,₹100 for one,"Biryani, South Indian"
225,https://www.zomato.com/bangalore/andhra-ruchulu-basavanagudi-bangalore/order,Andhra Ruchulu,4.2,₹100 for one,Andhra
226,https://www.zomato.com/bangalore/pathaan-sir-frazer-town/order,Pathaan Sir,3.7,₹150 for one,"Rolls, Chinese, Momos, Fast Food"
227,https://www.zomato.com/bangalore/the-rameshwaram-cafe-rajajinagar-bangalore/order,The Rameshwaram Cafe,4.3,₹100 for one,"South Indian, Beverages"
228,https://www.zomato.com/bangalore/mini-punjabi-dhaba-banashankari/order,Mini Punjabi Dhaba,4.3,₹100 for one,North Indian
229,https://www.zomato.com/bangalore/castle-restaurant-btm-bangalore/order,Castle Restaurant,4.0,₹300 for one,"North Indian, Chinese, Biryani"
230,https://www.zomato.com/bangalore/paratha-envy-btm-bangalore/order,Paratha Envy,4.4,₹200 for one,North Indian
231,https://www.zomato.com/bangalore/indus-family-restaurant-btm/order,Indus Family Restaurant,4.1,₹300 for one,"North Indian, Biryani, Chinese"
232,https://www.zomato.com/bangalore/uttam-sagar-banaswadi/order,Uttam Sagar,4.1,₹300 for one,"South Indian, North Indian, Chinese, Biryani, Street Food, Ice Cream, Sandwich, Beverages"
233,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore/order,1522 - The Pub,4.0,₹600 for one,"Sandwich, Pizza, North Indian, Continental, Finger Food, Seafood, Beverages"
234,https://www.zomato.com/bangalore/sandwich-guru-1-wilson-garden-bangalore/order,Sandwich Guru,3.7,₹100 for one,"Sandwich, Fast Food, Tea, Shake, Beverages"
235,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-brigade-road-bangalore/order,Keventers - Milkshakes & Desserts,4.2,₹200 for one,"Beverages, Shake"
236,https://www.zomato.com/bangalore/gopaljee-cafe-koramangala-7th-block-bangalore/order,Gopaljee Cafe,3.9,₹150 for one,"North Indian, Street Food, Beverages"
237,https://www.zomato.com/bangalore/kabab-magic-1-jayanagar/order,Kabab Magic,4.1,₹150 for one,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls"
238,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-city-market-bangalore/order,Kolkata Famous Kati Rolls,3.8,₹150 for one,Rolls
239,https://www.zomato.com/bangalore/asha-food-camp-rajajinagar/order,Asha Food Camp,4.2,₹150 for one,"Chinese, Sandwich, South Indian, North Indian, Desserts, Beverages"
240,https://www.zomato.com/bangalore/pizza-man-basavanagudi-bangalore/order,Pizza-Man,4.3,₹150 for one,"Pizza, Italian, Ice Cream, Desserts, Shake, Beverages"
241,https://www.zomato.com/bangalore/tasty-restaurant-3-btm-bangalore/order,Tasty Restaurant,3.8,₹150 for one,"Arabian, North Indian, Chinese, Biryani, Mughlai, Beverages, South Indian, Sichuan"
242,https://www.zomato.com/bangalore/mainland-china-1-church-street-bangalore/order,Mainland China,4.4,₹150 for one,"Chinese, Sushi, Seafood, Asian, Japanese, Beverages"
243,https://www.zomato.com/bangalore/rajanna-military-hotel-7-vijay-nagar-bangalore/order,Rajanna Military Hotel,4.0,₹150 for one,"Mughlai, Chinese, North Indian"
244,https://www.zomato.com/bangalore/shiv-sagar-signature-basavanagudi-bangalore/order,Shiv Sagar Signature,4.3,₹150 for one,"Sandwich, Pasta"
245,https://www.zomato.com/bangalore/third-wave-coffee-lavelle-road-bangalore/order,Third Wave Coffee,3.8,₹150 for one,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages"
246,https://www.zomato.com/bangalore/melting-cheese-basavanagudi-bangalore/order,Melting Cheese,3.6,₹150 for one,"Pizza, Sandwich, Burger, Rolls, Pasta, Fast Food, Street Food"
247,https://www.zomato.com/bangalore/nandos-brigade-road-bangalore/order,Nando's,4.3,₹150 for one,"Burger, Healthy Food, Portuguese, Desserts"
248,https://www.zomato.com/bangalore/udupi-garden-jayanagar-bangalore/order,Udupi Garden,4.1,₹150 for one,"South Indian, North Indian, Chinese, Salad, Biryani, Ice Cream, Shake, Beverages"
249,https://www.zomato.com/bangalore/no-10-fort-cochin-st-marks-road-bangalore/order,No.10 Fort Cochin,4.1,₹250 for one,"Seafood, Kerala, South Indian"
250,https://www.zomato.com/bangalore/galli-kitchen-1-banashankari-bangalore/order,Galli Kitchen,3.7,₹250 for one,"South Indian, Beverages"
251,https://www.zomato.com/bangalore/krishnam-veg-shanti-nagar-bangalore/order,Krishnam Veg,4.2,₹250 for one,"South Indian, North Indian, Chinese, Biryani, Street Food, Fast Food, Ice Cream, Beverages"
252,https://www.zomato.com/bangalore/sai-cafe-veg-malleshwaram-bangalore/order,Sai Cafe Veg,4.0,₹250 for one,"South Indian, Street Food"
253,https://www.zomato.com/bangalore/the-cake-fancy-basavanagudi-bangalore/order,The Cake Fancy,3.7,₹250 for one,Bakery
254,https://www.zomato.com/bangalore/by-2-coffee-basavanagudi-bangalore/order,By 2 Coffee,4.4,₹250 for one,South Indian
255,https://www.zomato.com/bangalore/rang-de-basanti-dhaba-domlur-bangalore/order,Rang De Basanti Dhaba,4.1,₹250 for one,"North Indian, Kebab, Biryani, Desserts"
256,https://www.zomato.com/bangalore/firangi-bake-1-shanti-nagar-bangalore/order,Firangi Bake,4.3,₹250 for one,"Italian, Mexican, Pasta"
257,https://www.zomato.com/bangalore/peetuk-domlur-bangalore/order,Peetuk,4.2,₹250 for one,"Bengali, Biryani, Rolls"
258,https://www.zomato.com/bangalore/cafe-coffee-day-vasanth-nagar-bangalore/order,Cafe Coffee Day,4.3,₹250 for one,"Cafe, Bakery, Tea, Shake, Beverages, Sandwich, Desserts"
259,https://www.zomato.com/bangalore/noto-ice-creams-desserts-richmond-road-bangalore/order,NOTO - Ice Creams & Desserts,4.3,₹250 for one,"Ice Cream, Desserts"
260,https://www.zomato.com/bangalore/donne-biryani-palace-btm-bangalore/order,Donne Biryani Palace,3.4,₹250 for one,"Biryani, South Indian, North Indian, Beverages"
261,https://www.zomato.com/bangalore/hari-super-sandwich-btm-bangalore/order,Hari Super Sandwich,3.8,₹100 for one,"Sandwich, Fast Food"
262,https://www.zomato.com/bangalore/ayodhya-sagar-basaveshwara-nagar-bangalore/order,Ayodhya Sagar,4.1,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Desserts, Beverages"
263,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-rt-nagar-bangalore/order,Kolkata Famous Kati Rolls,3.6,₹100 for one,Rolls
264,https://www.zomato.com/bangalore/hotel-fanoos-since-1975-richmond-road-bangalore/order,Hotel Fanoos Since 1975,4.0,₹100 for one,"Rolls, Biryani, Fast Food, Arabian"
265,https://www.zomato.com/bangalore/savoury-sea-shell-restaurant-btm-bangalore/order,Savoury - Sea Shell Restaurant,4.0,₹100 for one,"North Indian, Arabian, Chinese, Mughlai, Biryani, Desserts, Beverages"
266,https://www.zomato.com/bangalore/sgs-non-veg-gundu-palav-banashankari-bangalore/order,SGS Non Veg Gundu Palav,4.1,₹100 for one,"South Indian, Kebab"
267,https://www.zomato.com/bangalore/red-bucket-biryani-btm-bangalore/order,Red Bucket Biryani,3.9,₹100 for one,"Biryani, North Indian"
268,https://www.zomato.com/bangalore/the-momo-co-hosur-road-bangalore/order,The Momo Co.,4.2,₹100 for one,"Momos, Chinese"
269,https://www.zomato.com/bangalore/sannidhi-grand-kammanahalli/order,Sannidhi Grand,3.8,₹100 for one,"South Indian, North Indian, Street Food, Chinese, Beverages"
270,https://www.zomato.com/bangalore/yummo-ice-creams-frazer-town-bangalore/order,Yummo Ice Creams,3.6,₹100 for one,"Ice Cream, Desserts"
271,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,XO Belgian Waffle,4.2,₹100 for one,"Waffle, Desserts, Shake, Beverages"
272,https://www.zomato.com/bangalore/bihari-bowl-infantry-road-bangalore/order,Bihari Bowl,3.5,₹100 for one,Bihari
273,https://www.zomato.com/bangalore/tasty-magic-btm/order,Tasty Magic,3.4,₹150 for one,"Chinese, North Indian, Mughlai, Arabian, Kebab, Seafood, Biryani, Ice Cream"
274,https://www.zomato.com/bangalore/hari-super-sandwich-seshadripuram-bangalore/order,Hari Super Sandwich,3.4,₹150 for one,"Sandwich, Pizza, Fast Food, Street Food"
275,https://www.zomato.com/bangalore/fnp-cakes-by-ferns-n-petals-koramangala-3rd-block-bangalore/order,FNP Cakes By Ferns N Petals,3.5,₹150 for one,"Bakery, Desserts"
276,https://www.zomato.com/bangalore/hamza-hotel-shivajinagar-bangalore/order,Hamza Hotel,4.2,₹150 for one,"Biryani, North Indian"
277,https://www.zomato.com/bangalore/gochick-brigade-road-bangalore/order,Gochick,4.0,₹150 for one,"Burger, Fast Food"
278,https://www.zomato.com/bangalore/green-chilly-rajajinagar-bangalore/order,Green Chilly,4.1,₹150 for one,"North Indian, Chinese, Beverages, Shake"
279,https://www.zomato.com/bangalore/delhi-restaurant-chaat-rt-nagar-bangalore/order,Delhi Restaurant & Chaat,3.9,₹150 for one,"North Indian, Chinese, Sichuan"
280,https://www.zomato.com/bangalore/bucket-biryani-brigade-road-bangalore/order,Bucket Biryani,4.2,₹150 for one,"Biryani, North Indian, Mughlai, Chinese, Seafood, Kebab"
281,https://www.zomato.com/bangalore/o4h-order-for-health-btm-bangalore/order,O4H - Order For Health,4.4,₹150 for one,"Healthy Food, Salad, Beverages"
282,https://www.zomato.com/bangalore/odia-khaiba-airport-road-bangalore/order,Odia Khaiba,3.8,₹150 for one,"Odia, North Indian, Chinese, Seafood, Sichuan"
283,https://www.zomato.com/bangalore/just-shawarma-basaveshwara-nagar-bangalore/order,Just Shawarma,4.2,₹150 for one,"Shawarma, Fast Food, Beverages, Lebanese"
284,https://www.zomato.com/bangalore/shawarma-time-1-rt-nagar-bangalore/order,Shawarma Time,3.8,₹150 for one,"Shawarma, Arabian, Rolls"
285,https://www.zomato.com/bangalore/rajathadri-food-fort-jayanagar/order,Rajathadri Food Fort,4.0,₹150 for one,"South Indian, North Indian, Biryani, Chinese, Sichuan, Ice Cream, Desserts, Beverages"
286,https://www.zomato.com/bangalore/bengali-fun-foods-btm-bangalore/order,Bengali Fun Foods,4.2,₹150 for one,"Bengali, North Indian, Biryani, Rolls"
287,https://www.zomato.com/bangalore/momoz-btm/order,Momoz,4.4,₹150 for one,"Chinese, Momos, Seafood, Thai, Sichuan"
288,https://www.zomato.com/bangalore/panchami-banashankari/order,Panchami,4.0,₹150 for one,"North Indian, Chinese, Street Food, Fast Food, Juices, Shake"
289,https://www.zomato.com/bangalore/hotel-salala-airport-road/order,Hotel Salala,3.8,₹150 for one,"North Indian, South Indian, Chinese, Mughlai"
290,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore/order,Hotel Revoli Inn,4.1,₹150 for one,"Chinese, North Indian, Mughlai"
291,https://www.zomato.com/bangalore/ovenfresh-pizzas-cakes-and-desserts-btm-bangalore/order,"Ovenfresh Pizzas, Cakes and Desserts",3.9,₹150 for one,"Bakery, Desserts, Ice Cream, Mithai, Beverages, Pizza"
292,https://www.zomato.com/bangalore/sunkish-cafe-1-rajajinagar-bangalore/order,Sunkish Cafe,3.6,₹150 for one,"Pizza, Burger, Sandwich, Fast Food, Momos, Shake, Tea, Beverages"
293,https://www.zomato.com/bangalore/huliyappas-donne-biryani-rt-nagar/order,Huliyappa's Donne Biryani,4.0,₹150 for one,"Biryani, South Indian"
294,https://www.zomato.com/bangalore/akshatha-biryani-rt-nagar-bangalore/order,Akshatha Biryani,4.2,₹150 for one,"Biryani, Kebab, Chinese, North Indian, Beverages"
295,https://www.zomato.com/bangalore/new-prashanth-hotel-banashankari/order,New Prashanth Hotel,4.1,₹150 for one,"Andhra, Beverages"
296,https://www.zomato.com/bangalore/momo-zone-the-momo-company-vasanth-nagar-bangalore/order,Momo Zone - The Momo Company,3.5,₹150 for one,"Momos, Tibetan, Chinese"
297,https://www.zomato.com/bangalore/chaat-street-desi-chaat-chai-jeevan-bhima-nagar-bangalore/order,Chaat Street - Desi Chaat & Chai,3.9,₹100 for one,"Street Food, Fast Food, North Indian, Beverages, Tea"
298,https://www.zomato.com/bangalore/new-krishna-sagar-indiranagar/order,New Krishna Sagar,3.5,₹100 for one,"South Indian, North Indian, Chinese, Beverages"
299,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore/order,Richie Rich,4.3,₹100 for one,"Ice Cream, Desserts"
300,https://www.zomato.com/bangalore/mubarak-restaurant-rajajinagar-bangalore/order,Mubarak Restaurant,4.1,₹100 for one,"North Indian, Chinese, Kebab, Sichuan"
301,https://www.zomato.com/bangalore/s-r-m-ambur-hot-dum-biriyani-btm-bangalore/order,S R M Ambur Hot Dum Biriyani,4.2,₹100 for one,"Biryani, South Indian"
302,https://www.zomato.com/bangalore/beyond-the-crust-btc-koramangala-2nd-block-bangalore/order,Beyond The Crust - BTC,3.6,₹100 for one,"Pizza, Italian, Desserts"
303,https://www.zomato.com/bangalore/bikaner-sweets-majestic-bangalore/order,Bikaner Sweets,3.6,₹100 for one,"Fast Food, Street Food, North Indian, Desserts, Beverages"
304,https://www.zomato.com/bangalore/sri-udupi-grand-rt-nagar-bangalore/order,Sri Udupi Grand,4.0,₹100 for one,"South Indian, North Indian, Chinese"
305,https://www.zomato.com/bangalore/hrx-by-eatfit-vasanth-nagar-bangalore/order,HRX by EatFit,4.4,₹100 for one,"Healthy Food, Salad, Mexican, Pasta, Pizza, Beverages, Asian, North Indian"
306,https://www.zomato.com/bangalore/n-chef-restaurant-brigade-road-bangalore/order,N Chef Restaurant,4.2,₹100 for one,"South Indian, North Indian, Chinese, Biryani, Seafood, Mandi, Desserts, Beverages"
307,https://www.zomato.com/bangalore/chungs-chinese-corner-cunningham-road/order,Chung's Chinese Corner,3.9,₹100 for one,"Chinese, Malaysian, Seafood"
308,https://www.zomato.com/bangalore/karavali-fine-dine-koramangala-7th-block-bangalore/order,Karavali Fine Dine,4.2,₹100 for one,"North Indian, Biryani, Mughlai, Seafood, Chinese, Hyderabadi"
309,https://www.zomato.com/bangalore/cakezone-patisserie-jeevan-bhima-nagar-bangalore/order,CakeZone Patisserie,4.1,₹300 for one,"Bakery, Desserts, Mithai"
310,https://www.zomato.com/SmokeHouseDeli-LavelleRoad/order,Smoke House Deli,4.3,₹300 for one,"Continental, Italian, BBQ, Fast Food, Ice Cream, Salad, Desserts, Beverages"
311,https://www.zomato.com/bangalore/madno-house-of-sundaes-brigade-road-bangalore/order,Madno - House of Sundaes,4.1,₹300 for one,"Ice Cream, Desserts, Shake"
312,https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar/order,Shanthi Sagar,3.5,₹300 for one,"South Indian, North Indian, Chinese, Biryani, Beverages"
313,https://www.zomato.com/bangalore/tandoori-knight-banashankari/order,Tandoori Knight,3.5,₹300 for one,"North Indian, Chinese"
314,https://www.zomato.com/bangalore/thenga-manga-by-chef-pillai-brigade-road-bangalore/order,Thenga Manga By Chef Pillai,4.0,₹300 for one,"South Indian, Kerala"
315,https://www.zomato.com/bangalore/the-deagh-frazer-town/order,The Deagh,4.0,₹300 for one,"Biryani, Shawarma, North Indian, Mughlai, Arabian, Seafood"
316,https://www.zomato.com/bangalore/puliyogare-point-basavanagudi/order,Puliyogare Point,4.3,₹300 for one,"South Indian, Desserts"
317,https://www.zomato.com/bangalore/sagar-delicacy-2-ulsoor-bangalore/order,Sagar Delicacy,4.3,₹300 for one,"North Indian, Chinese, South Indian, Beverages"
318,https://www.zomato.com/bangalore/rs-shiv-sagar-mg-road/order,RS Shiv Sagar,3.9,₹300 for one,"North Indian, Chinese, Sandwich, Beverages, Desserts, South Indian, Street Food, Mexican"
319,https://www.zomato.com/bangalore/sukh-sagar-majestic/order,Sukh Sagar,4.2,₹300 for one,"South Indian, North Indian, Chinese"
320,https://www.zomato.com/bangalore/donburi-richmond-town-bangalore/order,Donburi,3.9,₹300 for one,"Chinese, Oriental, Asian"
321,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order,Thalassery Restaurant,4.1,₹150 for one,"Kerala, North Indian, Chinese, Kebab, Biryani, Desserts, Beverages"
322,https://www.zomato.com/bangalore/madurai-pandi-mess-2-kammanahalli-bangalore/order,Madurai Pandi Mess,4.1,₹150 for one,"Biryani, South Indian, Chettinad, Tamil"
323,https://www.zomato.com/bangalore/haka-church-street-bangalore/order,Haka,4.3,₹150 for one,"Chinese, Momos"
324,https://www.zomato.com/bangalore/davanagere-benne-dose-jayanagar-bangalore/order,Davanagere Benne Dose,4.0,₹150 for one,South Indian
325,https://www.zomato.com/bangalore/punjab-grill-brigade-road-bangalore/order,Punjab Grill,4.2,₹150 for one,"North Indian, Kebab, Biryani, Mughlai"
326,https://www.zomato.com/bangalore/le-arabia-restaurant-vijay-nagar-bangalore/order,Le Arabia Restaurant,3.6,₹150 for one,"Arabian, Biryani, North Indian, Chinese, Fast Food, Sichuan"
