,links,names,ratings,price for two,cuisine
327,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-shanti-nagar-bangalore/order,Pure Veg Meals By LunchBox,3.6,₹150 for one,"North Indian, Biryani"
328,https://www.zomato.com/bangalore/the-fritter-company-btm-bangalore/order,The Fritter Company,4.1,₹150 for one,"Burger, American, Sandwich, Salad, Wraps, Drinks Only, Desserts"
329,https://www.zomato.com/bangalore/twiststick-house-basavanagudi-bangalore/order,Twiststick House,3.7,₹150 for one,"Chinese, Fast Food, Beverages"
330,https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi/order,SLV Corner Restaurant,4.3,₹150 for one,"South Indian, North Indian, Street Food, Chinese, Beverages"
331,https://www.zomato.com/bangalore/oottupura-btm-bangalore/order,OOttupura,4.2,₹150 for one,"Kerala, South Indian, Seafood, Chinese"
332,https://www.zomato.com/bangalore/new-mahi-da-dhaba-rt-nagar-bangalore/order,New Mahi Da Dhaba,4.0,₹150 for one,"Fast Food, North Indian, Chinese, Seafood, Street Food"
333,https://www.zomato.com/bangalore/potful-claypot-biryanis-thippasandra-bangalore/order,Potful - Claypot Biryanis,4.1,₹400 for one,"Biryani, North Indian, Mughlai, Kebab, Desserts, Beverages"
334,https://www.zomato.com/bangalore/the-bake-feast-indiranagar-bangalore/order,The Bake Feast,4.0,₹400 for one,"Bakery, Desserts"
335,https://www.zomato.com/bangalore/laddoos-jeevan-bhima-nagar/order,Laddoos,4.3,₹400 for one,"Mithai, North Indian, Street Food"
336,https://www.zomato.com/bangalore/motis-kitchen-thippasandra/order,Motis Kitchen,4.2,₹400 for one,"South Indian, Kerala, Chinese, Seafood, Chettinad"
337,https://www.zomato.com/bangalore/namma-madurai-thippasandra-bangalore/order,Namma Madurai,4.3,₹400 for one,"South Indian, Beverages"
338,https://www.zomato.com/bangalore/donne-biriyani-mane-1-indiranagar/order,Donne Biriyani Mane,4.1,₹400 for one,"Biryani, South Indian"
339,https://www.zomato.com/bangalore/gyani-da-punjabi-dhaba-btm/order,Gyani Da Punjabi Dhaba,4.0,₹400 for one,"North Indian, Mughlai, Chinese"
340,https://www.zomato.com/bangalore/green-cravings-richmond-road-bangalore/order,Green Cravings,3.7,₹400 for one,"Healthy Food, Steak, Sandwich, Continental, Beverages, Cafe"
341,https://www.zomato.com/bangalore/shetty-lunch-home-rt-nagar/order,Shetty Lunch Home,3.8,₹400 for one,"Mangalorean, North Indian, Biryani, Chinese"
342,https://www.zomato.com/bangalore/murugan-cafe-shanti-nagar-bangalore/order,Murugan Cafe,4.5,₹400 for one,"South Indian, Beverages"
343,https://www.zomato.com/bangalore/green-onion-residency-road/order,Green Onion,4.2,₹400 for one,"Chinese, Asian, Seafood, Sichuan"
344,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order,Upahara Darshini,4.2,₹400 for one,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese"
345,https://www.zomato.com/bangalore/samosa-singh-brigade-road-bangalore/order,Samosa Singh,4.0,₹150 for one,"Street Food, Fast Food, Tea, North Indian"
346,https://www.zomato.com/bangalore/malabar-cafe-btm-bangalore/order,Malabar Cafe,3.7,₹150 for one,"South Indian, Biryani, Chinese, North Indian, Fast Food, Sichuan"
347,https://www.zomato.com/bangalore/lassi-corner-7-vijay-nagar-bangalore/order,Lassi Corner,3.5,₹150 for one,"Beverages, Juices, Shake, Desserts, Ice Cream, Sandwich, Street Food"
348,https://www.zomato.com/bangalore/thela-tapri-by-sharmas-kitchen-btm-bangalore/order,Thela Tapri By Sharma's Kitchen,3.8,₹150 for one,"North Indian, Fast Food"
349,https://www.zomato.com/bangalore/burger-seigneur-church-street-bangalore/order,Burger Seigneur,4.3,₹150 for one,"Burger, American, Continental, Fast Food, Desserts, Coffee, Cafe, Beverages"
350,https://www.zomato.com/bangalore/cherish-pizzaria-vijay-nagar-bangalore/order,Cherish Pizzaria,3.5,₹150 for one,"Pizza, Burger, Fast Food"
351,https://www.zomato.com/bangalore/falahaar-kota-kachori-koramangala-7th-block-bangalore/order,Falahaar & Kota Kachori,3.8,₹150 for one,"North Indian, Rajasthani, Fast Food, Mithai, Beverages, Desserts"
352,https://www.zomato.com/bangalore/big-bang-pizza-3-frazer-town-bangalore/order,Big Bang Pizza,4.3,₹150 for one,"Pizza, Pasta, Burger, Fast Food, Beverages"
353,https://www.zomato.com/bangalore/vishnu-garden-rt-nagar/order,Vishnu Garden,4.2,₹150 for one,"South Indian, North Indian, Chinese, Fast Food, Street Food, Ice Cream, Beverages, Shake"
354,https://www.zomato.com/bangalore/sorbetto-koramangala-6th-block-bangalore/order,Sorbetto,4.3,₹150 for one,"Ice Cream, Desserts"
355,https://www.zomato.com/bangalore/chinese-bae-btm-bangalore/order,Chinese BAE,4.4,₹150 for one,"Chinese, Seafood, Momos, Sichuan"
356,https://www.zomato.com/bangalore/gully-treats-basaveshwara-nagar-bangalore/order,Gully Treats,4.1,₹150 for one,"Street Food, Fast Food, North Indian, Sandwich, Sichuan, Shake, Beverages"
357,https://www.zomato.com/bangalore/rosy-roti-domlur-bangalore/order,Rosy Roti,4.2,₹200 for one,North Indian
358,https://www.zomato.com/bangalore/vijayanagar-vaibhav-vijay-nagar-bangalore/order,Vijayanagar Vaibhav,4.1,₹200 for one,"South Indian, North Indian, Chinese, Fast Food, Street Food, Desserts, Shake, Juices"
359,https://www.zomato.com/bangalore/andhra-kitchen-btm/order,Andhra Kitchen,4.1,₹200 for one,"Andhra, Biryani"
360,https://www.zomato.com/bangalore/khaomomo-domlur-bangalore/order,Khaomomo,4.3,₹200 for one,"Momos, Chinese, Tibetan"
361,https://www.zomato.com/bangalore/texas-burgers-thippasandra-bangalore/order,Texas Burgers,4.1,₹200 for one,Burger
362,https://www.zomato.com/bangalore/chichabas-taj-frazer-town/order,Chichaba's Taj,4.0,₹200 for one,"Biryani, North Indian, Kebab, Mughlai, Seafood"
363,https://www.zomato.com/bangalore/udupi-shanthi-sagar-frazer-town-bangalore/order,Udupi Shanthi Sagar,4.1,₹200 for one,"South Indian, North Indian, Chinese"
364,https://www.zomato.com/bangalore/om-meal-and-paratha-junction-domlur-bangalore/order,Om Meal And Paratha Junction,3.9,₹200 for one,"North Indian, Street Food, Chinese, Beverages"
365,https://www.zomato.com/bangalore/rolls-mania-st-marks-road-bangalore/order,Rolls Mania,3.9,₹200 for one,Rolls
366,https://www.zomato.com/bangalore/oh-calcutta-church-street-bangalore/order,Oh! Calcutta,4.4,₹200 for one,"Bengali, Finger Food, Seafood, Biryani, Mughlai"
367,https://www.zomato.com/bangalore/singh-da-punjabi-dhaba-pure-veg-banashankari-bangalore/order,Singh da Punjabi Dhaba Pure Veg,4.0,₹200 for one,"North Indian, Biryani"
368,https://www.zomato.com/bangalore/igp-cakes-wilson-garden-bangalore/order,IGP Cakes,4.0,₹200 for one,"Bakery, Desserts, Mithai"
369,https://www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Biriyani Zone,4.1,₹300 for one,"Biryani, Andhra, North Indian, Chinese, Kebab, Seafood, Desserts, Beverages"
370,https://www.zomato.com/bangalore/karavali-fine-dine-brigade-road-bangalore/order,Karavali Fine Dine,4.1,₹300 for one,"Mangalorean, Biryani, Chinese, South Indian, Mughlai, Seafood, North Indian"
371,https://www.zomato.com/bangalore/hotel-prakruthi-vijay-nagar/order,Hotel Prakruthi,4.1,₹300 for one,"South Indian, Biryani"
372,https://www.zomato.com/bangalore/pizza-n-burger-bites-rajajinagar-bangalore/order,Pizza 'N' Burger Bites,4.1,₹300 for one,"Pizza, Burger, Sandwich"
373,https://www.zomato.com/bangalore/donne-biriyani-mane-basaveshwara-nagar/order,Donne Biriyani Mane,3.9,₹300 for one,"South Indian, Biryani"
374,https://www.zomato.com/bangalore/sri-udupi-grand-shanti-nagar/order,Sri Udupi Grand,4.1,₹300 for one,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake"
375,https://www.zomato.com/bangalore/caterspoint-koramangala-2nd-block-bangalore/order,Caterspoint,4.2,₹300 for one,"Healthy Food, Sandwich, Salad, Italian, Fast Food, Continental, Desserts, Beverages"
376,https://www.zomato.com/bangalore/bombay-kulfi-koramangala-6th-block-bangalore/order,Bombay Kulfi,4.4,₹300 for one,"Ice Cream, Desserts"
377,https://www.zomato.com/bangalore/dwarkamai-pure-veg-restaurant-basavanagudi-bangalore/order,Dwarkamai Pure Veg Restaurant,4.1,₹300 for one,"North Indian, South Indian, Chinese, Fast Food, Shake, Desserts, Beverages"
378,https://www.zomato.com/bangalore/namo-andhra-basaveshwara-nagar-bangalore/order,Namo Andhra,4.0,₹300 for one,Andhra
379,https://www.zomato.com/bangalore/keventers-ice-cream-brigade-road-bangalore/order,Keventers Ice Cream,4.3,₹300 for one,"Ice Cream, Desserts"
380,https://www.zomato.com/bangalore/ganesh-food-joint-frazer-town/order,Ganesh Food Joint,4.2,₹300 for one,"South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages"
381,https://www.zomato.com/bangalore/udupi-ahara-rajajinagar-bangalore/order,Udupi Ahara,4.1,₹150 for one,"South Indian, North Indian, Chinese"
382,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,Karama Restaurant,4.1,₹150 for one,"Kashmiri, Mughlai, Arabian, BBQ, Seafood, Biryani, North Indian, Desserts"
383,https://www.zomato.com/bangalore/restaurant-chef-pillai-brigade-road-bangalore/order,Restaurant Chef Pillai,4.1,₹150 for one,Kerala
384,https://www.zomato.com/bangalore/taaka-chinese-richmond-town-bangalore/order,Taaka Chinese,3.0,₹150 for one,"Chinese, Oriental, Asian"
385,https://www.zomato.com/bangalore/simplee-shawarma-btm-bangalore/order,Simplee Shawarma,3.9,₹150 for one,"Shawarma, Fast Food"
386,https://www.zomato.com/bangalore/rr-vatika-jayanagar-bangalore/order,RR Vatika,4.1,₹150 for one,"North Indian, Street Food"
387,https://www.zomato.com/bangalore/little-italy-indiranagar/order,Little Italy,3.7,₹150 for one,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages"
388,https://www.zomato.com/bangalore/halli-donne-biryani-mane-btm-bangalore/order,Halli Donne Biryani Mane,4.0,₹150 for one,"Biryani, Chinese"
389,https://www.zomato.com/bangalore/basaveshwarnagar-dosa-corner-basaveshwara-nagar/order,Basaveshwarnagar Dosa Corner,4.2,₹150 for one,South Indian
390,https://www.zomato.com/bangalore/prasidhi-food-corner-jp-nagar-bangalore/order,Prasidhi Food Corner,4.4,₹150 for one,South Indian
391,https://www.zomato.com/bangalore/sheesh-kebab-frazer-town-bangalore/order,Sheesh Kebab,4.0,₹150 for one,"North Indian, Biryani, Chinese, Rolls, Mughlai, Kebab, Desserts, Beverages"
392,https://www.zomato.com/bangalore/suguna-kabab-corner-vijay-nagar-bangalore/order,Suguna Kabab Corner,4.3,₹150 for one,"Biryani, Kebab, South Indian"
393,https://www.zomato.com/bangalore/yum-me-too-btm-bangalore/order,Yum Me Too,2.1,₹300 for one,"Kebab, Biryani, Burger, Wraps, Grilled Chicken, Fast Food"
394,https://www.zomato.com/bangalore/pai-vihar-city-market/order,Pai Vihar,4.2,₹150 for one,"South Indian, Street Food, Chinese, North Indian, Biryani, Fast Food, Desserts, Beverages"
395,https://www.zomato.com/bangalore/ghee-and-turmeric-cunningham-road-bangalore/order,Ghee and Turmeric,4.4,₹300 for one,North Indian
396,https://www.zomato.com/bangalore/kabab-manor-rt-nagar/order,Kabab Manor,4.2,₹200 for one,"North Indian, Biryani, Fast Food, Chinese, Beverages"
397,https://www.zomato.com/bangalore/chianti-mg-road-bangalore/order,Chianti,4.4,₹750 for one,"Italian, Pizza, Pasta, Desserts, Salad"
398,https://www.zomato.com/bangalore/suchithra-biryani-house-airport-road/order,Suchithra Biryani House,3.5,₹400 for one,"Biryani, North Indian, Chinese, Seafood, Mughlai, Kebab, Beverages"
399,https://www.zomato.com/bangalore/hotel-godavari-btm/order,Hotel Godavari,4.0,₹350 for one,"North Indian, Chinese, Biryani, Beverages"
400,https://www.zomato.com/bangalore/kullad-cafe-btm/order,Kullad Cafe,4.0,₹200 for one,"North Indian, Fast Food"
401,https://www.zomato.com/bangalore/protein-chef-basaveshwara-nagar-bangalore/order,Protein Chef,4.2,₹250 for one,"Healthy Food, North Indian, Sandwich, Salad"
402,https://www.zomato.com/bangalore/mcb-donne-biryani-1-rt-nagar-bangalore/order,MCB Donne Biryani,4.1,₹150 for one,"Biryani, South Indian"
403,https://www.zomato.com/bangalore/dakshin-cafe-1-jayanagar-bangalore/order,Dakshin Cafe,4.2,₹200 for one,"South Indian, North Indian, Chinese"
404,https://www.zomato.com/bangalore/prerna-punjabi-home-made-food-rt-nagar-bangalore/order,Prerna Punjabi Home Made Food,4.0,₹150 for one,North Indian
405,https://www.zomato.com/bangalore/prasuma-momo-kitchen-jeevan-bhima-nagar-bangalore/order,Prasuma Momo Kitchen,4.0,₹200 for one,"Momos, Chinese, Asian, Japanese, Street Food, Tibetan, Finger Food, Beverages"
406,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,Juice Junction,4.2,₹200 for one,"Juices, Beverages, Sandwich, Fast Food, Shake, Rolls, Healthy Food, Street Food"
407,https://www.zomato.com/bangalore/pailwan-pulao-1-jayanagar-bangalore/order,Pailwan Pulao,4.1,₹200 for one,"South Indian, Biryani, Kebab, Beverages"
408,https://www.zomato.com/bangalore/ajji-mane-baadoota-banashankari-bangalore/order,Ajji Mane Baadoota,4.2,₹200 for one,"Biryani, Kebab"
409,https://www.zomato.com/bangalore/no-sugar-please-hosur-road-bangalore/order,No Sugar Please!,4.2,₹200 for one,"Beverages, Juices, Healthy Food"
410,https://www.zomato.com/bangalore/faasos-signature-wraps-and-rolls-shanti-nagar-bangalore/order,Faasos Signature Wraps and Rolls,3.7,₹200 for one,"Rolls, Wraps, Shawarma"
411,https://www.zomato.com/bangalore/new-kadai-family-restaurant-rt-nagar-bangalore/order,New Kadai Family Restaurant,4.0,₹200 for one,"Chinese, North Indian, Biryani, Rolls, Seafood, Mughlai, Shake, Beverages"
412,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order,Salt - Indian Restaurant Bar & Grill,4.2,₹200 for one,"North Indian, BBQ, Biryani, Mughlai, Seafood, Beverages, Desserts"
413,https://www.zomato.com/bangalore/plan-b-brigade-road/order,Plan B,3.9,₹200 for one,"American, Continental, Burger, Pizza, Tex-Mex, Fast Food"
414,https://www.zomato.com/bangalore/belgian-waffle-factory-frazer-town-bangalore/order,Belgian Waffle Factory,3.7,₹200 for one,"Waffle, Desserts"
415,https://www.zomato.com/bangalore/namo-andhra-frazer-town-bangalore/order,Namo Andhra,4.2,₹200 for one,Andhra
416,https://www.zomato.com/bangalore/rolls-and-chicken-combos-shanti-nagar-bangalore/order,Rolls And Chicken Combos,3.4,₹200 for one,"North Indian, Chinese, Rolls"
417,https://www.zomato.com/bangalore/rajdhani-street-banaswadi-bangalore/order,Rajdhani Street,4.1,₹150 for one,"North Indian, Street Food, Beverages"
418,https://www.zomato.com/bangalore/srinidhi-sagar-deluxe-domlur/order,Srinidhi Sagar Deluxe,3.7,₹150 for one,"South Indian, North Indian, Chinese, Street Food, Shake, Sichuan"
419,https://www.zomato.com/bangalore/cool-town-rt-nagar-bangalore/order,Cool Town,3.0,₹150 for one,"Salad, Burger, Fast Food, Sandwich, Juices, Shake"
420,https://www.zomato.com/antarastriya/order,Antarastriya,3.7,₹150 for one,"Pizza, Fast Food, Chinese, Beverages, Shake, Italian, Mexican, Juices"
421,https://www.zomato.com/bangalore/koriken-2-frazer-town-bangalore/order,Koriken,4.3,₹150 for one,"Korean, Asian, Burger"
422,https://www.zomato.com/bangalore/nirulas-shivajinagar-bangalore/order,Nirula's,3.6,₹150 for one,"Ice Cream, Desserts, Momos, Beverages"
423,https://www.zomato.com/bangalore/amul-ice-cream-parlour-btm-bangalore/order,Amul Ice Cream Parlour,4.5,₹150 for one,"Ice Cream, Desserts, Beverages, Shake"
424,https://www.zomato.com/bangalore/kake-di-hatti-rajajinagar-bangalore/order,Kake Di Hatti,3.9,₹150 for one,"North Indian, Chinese, Beverages"
425,https://www.zomato.com/bangalore/the-bengal-club-domlur-bangalore/order,The Bengal Club,4.1,₹150 for one,"Bengali, Biryani, Rolls"
426,https://www.zomato.com/bangalore/sri-kabalamma-pork-mutton-hotel-basaveshwara-nagar-bangalore/order,Sri Kabalamma Pork Mutton Hotel,3.8,₹150 for one,Mangalorean
427,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-btm-bangalore/order,Marwadi Chaat Tiffin Services,3.3,₹150 for one,"North Indian, Street Food, Chinese"
428,https://www.zomato.com/bangalore/five-star-new-ambur-biryani-btm-bangalore/order,Five Star New Ambur Biryani,3.2,₹150 for one,"Biryani, Fast Food, South Indian"
429,https://www.zomato.com/bangalore/chaatimes-brigade-road-bangalore/order,Chaatimes,4.3,₹100 for one,"Street Food, Fast Food"
430,https://www.zomato.com/bangalore/trattoria-by-toscano-church-street-bangalore/order,Trattoria by Toscano,4.3,₹100 for one,"Pizza, Italian, Pasta, Continental, Desserts, Healthy Food, Beverages, Steak"
431,https://www.zomato.com/bangalore/go-native-1-lavelle-road-bangalore/order,Go Native,4.3,₹100 for one,"Healthy Food, Desserts, Beverages, Coffee, Pizza, Oriental, Salad"
432,https://www.zomato.com/bangalore/hotel-new-karavali-banashankari/order,Hotel New Karavali,3.6,₹100 for one,"Mangalorean, Chinese, North Indian"
433,https://www.zomato.com/bangalore/shuchi-ruchi-malleshwaram/order,Shuchi Ruchi,3.6,₹100 for one,"South Indian, North Indian, Chinese"
434,https://www.zomato.com/bangalore/c-k-mega-hot-food-btm/order,C. K. Mega Hot Food,4.0,₹100 for one,"Chinese, Seafood, Sichuan"
435,https://www.zomato.com/bangalore/nisarga-grand-rt-nagar-bangalore/order,Nisarga Grand,4.1,₹100 for one,"South Indian, Chinese, North Indian, Beverages, Sichuan"
436,https://www.zomato.com/bangalore/eliza-momos-hbr-layout-bangalore/order,Eliza Momos,4.1,₹100 for one,"Chinese, Momos, Sichuan"
437,https://www.zomato.com/bangalore/biryani-king-airport-road-bangalore/order,Biryani King,3.8,₹100 for one,"Biryani, North Indian"
438,https://www.zomato.com/bangalore/ultimate-punjabi-btm-bangalore/order,Ultimate Punjabi,4.0,₹100 for one,"North Indian, Chinese, Sichuan"
439,https://www.zomato.com/bangalore/sabzi-aur-roti-btm-bangalore/order,Sabzi Aur Roti,3.5,₹100 for one,North Indian
440,https://www.zomato.com/bangalore/hotel-shangrila-brigade-road/order,Hotel Shangrila,4.0,₹100 for one,"Chinese, Tibetan, Asian, Sichuan"
441,https://www.zomato.com/bangalore/aladdin-shawarma-kammanahalli-bangalore/order,Aladdin Shawarma,4.1,₹200 for one,"Rolls, Sandwich, Burger, Fast Food, Chinese, Turkish"
442,https://www.zomato.com/bangalore/nammur-donne-biryani-frazer-town-bangalore/order,Nammur Donne Biryani,4.1,₹200 for one,"Biryani, South Indian"
443,https://www.zomato.com/bangalore/krispy-kreme-richmond-road/order,Krispy Kreme,4.4,₹200 for one,Desserts
444,https://www.zomato.com/bangalore/lo-low-carb-and-keto-foods-basaveshwara-nagar-bangalore/order,Lo! - Low Carb And Keto Foods,4.4,₹200 for one,"Healthy Food, North Indian, Sandwich, Salad"
445,https://www.zomato.com/bangalore/gabru-di-chaap-koramangala-1st-block-bangalore/order,Gabru Di Chaap,4.0,₹200 for one,"North Indian, Kebab, Sandwich, Momos, Burger, Wraps"
446,https://www.zomato.com/bangalore/naati-mane-1-basaveshwara-nagar-bangalore/order,Naati Mane,4.2,₹200 for one,"South Indian, Biryani"
447,https://www.zomato.com/bangalore/roti-sabji-com-1-btm-bangalore/order,Roti Sabji.Com,3.8,₹200 for one,"North Indian, Beverages, Rajasthani, Shake"
448,https://www.zomato.com/bangalore/dose-camp-since-1990-jayanagar-bangalore/order,Dose Camp - Since 1990,4.2,₹200 for one,"South Indian, Street Food, Beverages, North Indian"
449,https://www.zomato.com/bangalore/juice-junction-1-basavanagudi-bangalore/order,Juice Junction,4.2,₹200 for one,"Beverages, Juices, Fast Food, Shake"
450,https://www.zomato.com/bangalore/sri-krishna-sagar-2-btm/order,Sri Krishna Sagar,4.0,₹200 for one,"South Indian, North Indian, Chinese, Fast Food, Street Food"
451,https://www.zomato.com/bangalore/lakeview-milkbar-since-1930-mg-road-bangalore/order,Lakeview Milkbar — Since 1930,3.9,₹200 for one,"Ice Cream, Desserts, Bakery, Waffle, Sandwich, Shake"
452,https://www.zomato.com/bangalore/indian-chicken-biriyani-point-vijay-nagar-bangalore/order,Indian Chicken Biriyani Point,4.2,₹200 for one,"Biryani, South Indian"
453,https://www.zomato.com/bangalore/captain-olive-btm-bangalore/order,Captain Olive,4.1,₹200 for one,"Burger, Sandwich, Wraps, Fast Food"
454,https://www.zomato.com/bangalore/sree-krishna-kafe-koramangala-5th-block/order,Sree Krishna Kafe,4.2,₹200 for one,"South Indian, Beverages"
455,https://www.zomato.com/bangalore/new-samrat-restaurant-seshadripuram/order,New Samrat Restaurant,4.2,₹200 for one,"North Indian, South Indian, Chinese, Fast Food, Street Food, Desserts, Ice Cream, Beverages"
456,https://www.zomato.com/bangalore/nammura-upachara-basaveshwara-nagar/order,Nammura Upachara,4.2,₹200 for one,"South Indian, North Indian, Street Food, Chinese"
457,https://www.zomato.com/bangalore/priyadarshini-restaurant-majestic/order,Priyadarshini Restaurant,4.4,₹200 for one,"South Indian, Mithai, Beverages, Juices, Shake, Ice Cream"
458,https://www.zomato.com/bangalore/yak-kitchen-1-brigade-road-bangalore/order,Yak Kitchen,4.2,₹200 for one,"Tibetan, Chinese, Sushi, Beverages"
459,https://www.zomato.com/bangalore/new-gongura-grand-btm-bangalore/order,New Gongura Grand,3.7,₹200 for one,"Andhra, North Indian, Chinese, Mughlai, Seafood, Biryani, Beverages"
460,https://www.zomato.com/bangalore/calcutta-victoria-chat-house-rt-nagar/order,Calcutta Victoria Chat House,3.8,₹200 for one,"Street Food, North Indian, Beverages"
461,https://www.zomato.com/bangalore/yummy-sip-n-bites-basaveshwara-nagar-bangalore/order,Yummy Sip N Bites,3.9,₹200 for one,"Pizza, Sandwich, Burger, Rolls, Fast Food, Shake, Desserts, Ice Cream"
462,https://www.zomato.com/bangalore/parkview-jp-nagar/order,Parkview,4.2,₹200 for one,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Desserts"
463,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-church-street-bangalore/order,Asia Kitchen By Mainland China,4.1,₹200 for one,"Chinese, Thai, Korean, Sushi, Asian"
464,https://www.zomato.com/bangalore/park-street-rolls-and-wraps-jeevan-bhima-nagar-bangalore/order,Park Street- Rolls And Wraps,4.0,₹200 for one,"Rolls, Wraps"
465,https://www.zomato.com/bangalore/taato-peero-momos-koramangala-2nd-block-bangalore/order,Taato Peero Momos,4.3,₹150 for one,Momos
466,https://www.zomato.com/bangalore/punjabi-swag-btm/order,Punjabi Swag,3.7,₹150 for one,"North Indian, Mughlai, Biryani, Chinese, Asian, Desserts"
467,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore/order,Burnout Cafe,3.7,₹150 for one,"Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts"
468,https://www.zomato.com/bangalore/malleshwaram-dosa-corner-malleshwaram-bangalore/order,Malleshwaram Dosa Corner,4.5,₹150 for one,South Indian
469,https://www.zomato.com/bangalore/ashirvaad-grand-btm/order,Ashirvaad Grand,3.8,₹150 for one,"South Indian, Beverages"
470,https://www.zomato.com/bangalore/paris-restaurant-yeshwantpur/order,Paris Restaurant,4.0,₹150 for one,"North Indian, Chinese, Biryani, Seafood, Mughlai"
471,https://www.zomato.com/bangalore/sri-venkateshwara-sweet-meat-stall-basavanagudi/order,Sri Venkateshwara Sweet Meat Stall,4.2,₹150 for one,"Mithai, Street Food, Fast Food, North Indian"
472,https://www.zomato.com/bangalore/srinagar-kabab-corner-banashankari/order,Srinagar Kabab Corner,4.1,₹150 for one,"South Indian, Biryani"
473,https://www.zomato.com/bangalore/kothimbir-indiranagar-bangalore/order,Kothimbir,4.1,₹150 for one,"Maharashtrian, North Indian, Mughlai, Seafood, Street Food, Desserts, Beverages"
474,https://www.zomato.com/bangalore/alemane-donne-biriyani-1-domlur-bangalore/order,Alemane Donne Biriyani,4.2,₹150 for one,"Biryani, Shawarma, Grilled Chicken"
475,https://www.zomato.com/bangalore/gowdas-nati-cafe-1-btm-bangalore/order,Gowda's Nati Cafe,3.5,₹150 for one,"Biryani, South Indian, Chinese"
476,https://www.zomato.com/bangalore/go-zero-ice-creams-desserts-jayanagar-bangalore/order,Go Zero - Ice Creams & Desserts,4.0,₹150 for one,"Ice Cream, Desserts, Healthy Food"
477,https://www.zomato.com/bangalore/brahmins-tiffin-centre-thippasandra-bangalore/order,Brahmins Tiffin Centre,4.4,₹100 for one,South Indian
478,https://www.zomato.com/bangalore/bansuri-sweets-vijay-nagar/order,Bansuri Sweets,4.0,₹100 for one,"Mithai, North Indian, Street Food, Sandwich, Chinese"
479,https://www.zomato.com/bangalore/nisarga-garden-1-basavanagudi-bangalore/order,Nisarga Garden,4.2,₹100 for one,"South Indian, Chinese, Sichuan, North Indian, Biryani, Street Food, Shake, Beverages"
480,https://www.zomato.com/bangalore/cream-stone-ice-cream-frazer-town-bangalore/order,Cream Stone Ice Cream,4.1,₹100 for one,"Ice Cream, Desserts, Shake, Beverages"
481,https://www.zomato.com/bangalore/getaway-ice-creams-desserts-domlur-bangalore/order,GetAWay - Ice Creams & Desserts,3.6,₹100 for one,"Ice Cream, Healthy Food, Desserts, Bakery"
482,https://www.zomato.com/bangalore/hyderabadi-biryani-hub-btm/order,Hyderabadi Biryani Hub,3.7,₹100 for one,"North Indian, Hyderabadi, Chinese, Mughlai, Biryani, Kebab, Ice Cream, Desserts"
483,https://www.zomato.com/bangalore/falhari-a-fruitful-habit-hosur-road-bangalore/order,Falhari - A Fruitful Habit,4.3,₹100 for one,"Healthy Food, Desserts, Beverages, Juices"
484,https://www.zomato.com/bangalore/savjis-roll-n-biryani-vijay-nagar/order,Savji's Roll 'N' Biryani,4.1,₹100 for one,"North Indian, Chinese, South Indian, Rolls, Biryani, Sandwich, Burger, Fast Food"
485,https://www.zomato.com/bangalore/sri-guru-raghavendra-uttara-karnataka-hotel-vijay-nagar-bangalore/order,Sri Guru Raghavendra Uttara Karnataka Hotel,4.1,₹100 for one,South Indian
486,https://www.zomato.com/bangalore/la-heaven-frazer-town-bangalore/order,La Heaven,4.2,₹100 for one,Desserts
487,https://www.zomato.com/bangalore/ultimate-parathas-btm-bangalore/order,Ultimate Parathas,4.2,₹100 for one,North Indian
488,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-wilson-garden-bangalore/order,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,3.9,₹100 for one,"South Indian, Street Food, Desserts"
489,https://www.zomato.com/bangalore/sweet-chariot-cafe-residency-road/order,Sweet Chariot Cafe,4.5,₹200 for one,"Bakery, Desserts, Fast Food"
490,https://www.zomato.com/bangalore/simply-chats-basaveshwara-nagar-bangalore/order,Simply Chats,3.7,₹200 for one,"Street Food, Sandwich, Ice Cream, Beverages"
491,https://www.zomato.com/bangalore/iyengars-bakery-vijay-nagar-bangalore/order,Iyengars Bakery,4.2,₹200 for one,"Bakery, Desserts, Mithai, Fast Food"
492,https://www.zomato.com/bangalore/karunadu-awesome-foods-3-btm-bangalore/order,Karunadu Awesome Foods,4.3,₹200 for one,South Indian
493,https://www.zomato.com/bangalore/sandwichwallas-1-basavanagudi-bangalore/order,Sandwichwalla's,4.0,₹200 for one,"Fast Food, Shake"
