image,year,car_name,kms_driven,fuel,mode,price(lakhs),area,city
https://images10.gaadi.com/usedcar_image/3908293/original/processed_3470648b66a79999c22892d59ac814d8.jpg?imwidth=420,2016,BMW,"62,800",Diesel,Automatic,23.75,Andheri West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Volkswagen,"61,000",Diesel,Automatic,20.75,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,BMW,"21,000",Diesel,Automatic,49.5,Khar (w), Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Maruti,"64,438",CNG,Manual,5.65,Thane,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Honda,"56,000",Petrol,Automatic,8.5,Prabhadevi, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Hyundai,"38,512",Petrol,Automatic,10.65,West, Thane
https://images10.gaadi.com/usedcar_image/3941803/original/processed_781525e952e1a1c973d6460a44ffaf93.jpg?imwidth=420,2018,Hyundai,"32,500",Petrol,Automatic,10.6,Bazargate, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Hyundai,"34,000",Diesel,Manual,10.0,Antop Hill, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2013,Mercedes-Benz,"1,72,000",Diesel,Automatic,26.5,Andheri West, Mumbai
https://images10.gaadi.com/usedcar_image/3910872/original/processed_50e58174764cf233ed745d6b1501b564.jpg?imwidth=420,2023,Volkswagen,"10,000",Petrol,Automatic,18.95,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Hyundai,"55,000",Diesel,Manual,4.8,Ghatkopar East, Mumbai
https://images10.gaadi.com/usedcar_image/3923768/original/processed_6141a3ec9bde71c75df335b3952d94c8.jpg?imwidth=420,2018,Mercedes-Benz,"57,600",Diesel,Automatic,14.5,Andheri West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Maruti,"1,01,999",CNG,Manual,6.21,West, Thane
https://images10.gaadi.com/usedcar_image/3923637/original/processed_24a89eef4cc2ed9251b4753cf6c61264.jpg?imwidth=420,2015,Maruti,"50,000",Diesel,Manual,6.45,Chembur, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Honda,"54,071",Petrol,Automatic,8.21,Thane,
https://images10.gaadi.com/usedcar_image/3923652/original/processed_16c660ef19b78e8e75b291dd93b44c80.jpg?imwidth=420,2022,Mahindra,"13,758",Diesel,Manual,12.75,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"34,000",CNG,Manual,11.45,Mulund West, Mumbai
https://images10.gaadi.com/usedcar_image/3923980/original/processed_d9ad5f0e3f5d9a7dbc58e536723bc954.jpg?imwidth=420,2015,Honda,"44,000",Petrol,Automatic,5.4,Malad, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2011,Honda,"75,541",Petrol,Manual,3.1,Sanpada, Navi Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Toyota,"1,20,000",Diesel,Manual,6.0,Mumbai,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"12,600",Petrol,Manual,7.75,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,BMW,"40,700",Diesel,Automatic,43.95,Goregaon (w), Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"38,125",Petrol,Manual,5.65,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"44,000",Diesel,Automatic,9.45,Malad West, Mumbai
https://images10.gaadi.com/usedcar_image/3940109/original/processed_9adefafdd68885e87bd51f4c4cb810cb.jpeg?imwidth=420,2017,Volkswagen,"63,000",Petrol,Manual,4.9,Ghatkopar East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Mercedes-Benz,"65,000",Diesel,Automatic,18.45,Andheri, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Toyota,"1,29,000",Diesel,Automatic,15.0,West, Thane
https://images10.gaadi.com/usedcar_image/3929935/original/processed_8ddc4fef73b94d7a93391658e5805872.jpeg?imwidth=420,2007,Mercedes-Benz,"61,522",Petrol,Automatic,8.45,Ghatkopar East, Mumbai
https://images10.gaadi.com/usedcar_image/3943124/original/processed_75cbdf4749fc90581ad14afa56746f5f.jpg?imwidth=420,2018,Tata,"35,900",Diesel,Automatic,12.21,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2011,Honda,"66,700",Petrol,Manual,2.95,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Audi,"25,311",Petrol,Automatic,25.01,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Land,"45,000",Diesel,Automatic,34.95,Andheri West, Mumbai
https://images10.gaadi.com/usedcar_image/3938766/original/processed_d5b857723c788b510b5a0a99a46753f4.jpeg?imwidth=420,2016,Hyundai,"82,921",Petrol,Manual,8.49,Ghatkopar East, Mumbai
https://images10.gaadi.com/usedcar_image/3944601/original/processed_47ea87d0c03dc4dfa8d334d67e3cea2f.jpeg?imwidth=420,2010,Toyota,"1,27,000",Diesel,Manual,5.85,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Mercedes-Benz,"75,000",Diesel,Automatic,41.0,Andheri West, Mumbai
https://images10.gaadi.com/usedcar_image/3939304/original/8ca7971339216c32c8004cb9c218482a.jpg?imwidth=420,2012,Volvo,"89,000",Diesel,Automatic,16.5,Santacruz (east), Mumbai
https://images10.gaadi.com/usedcar_image/3931307/original/processed_e1b7be8c285f902a3d30cd1e51476d16.jpg?imwidth=420,2019,Mahindra,"33,327",Diesel,Automatic,11.95,Malad West, Mumbai
https://images10.gaadi.com/usedcar_image/original/replace_img_62d639d9754d6_1658206681.png?imwidth=420,2018,Honda,"26,979",Petrol,Manual,9.5,Santacruz Central, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Audi,"1,15,000",Diesel,Automatic,39.0,Andheri, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Hyundai,"23,000",Petrol,Manual,5.25,Andheri East, Mumbai
https://images10.gaadi.com/usedcar_image/3937956/original/processed_e39304f71671095180dbdc3cdff83f26.jpg?imwidth=420,2018,Hyundai,"24,000",Petrol,Automatic,5.6,Andheri, Mumbai
https://images10.gaadi.com/usedcar_image/3890586/original/d162fa93c884a4cbcaa70b339f29705f.jpg?imwidth=420,2016,Maruti,"33,554",Petrol,Manual,4.03,Goregaon East, Mumbai
https://images10.gaadi.com/usedcar_image/3944866/original/processed_4e7d5ee9f032621f983012517a55f2ac.jpg?imwidth=420,2019,Hyundai,"11,700",Petrol,Automatic,10.25,Malad West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2013,Honda,"89,223",Diesel,Manual,3.69,Thane,
https://images10.gaadi.com/usedcar_image/3888336/original/34d9a2bbb93290b0c670c8967b37b975.jpg?imwidth=420,2017,Honda,"99,109",Petrol,Manual,5.01,Goregaon East, Mumbai
https://images10.gaadi.com/usedcar_image/3940451/original/18a6a7aec9db5c5b047d9e6de76775df.jpeg?imwidth=420,2022,Audi,"25,000",Petrol,Automatic,52.5,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Honda,"36,280",Petrol,Automatic,5.45,Santacruz Central, Mumbai
https://images10.gaadi.com/usedcar_image/3945666/original/processed_dfa82e4801f6105b316b87c5ea1e62c6.jpg?imwidth=420,2015,Honda,"66,000",Petrol,Automatic,5.4,Khar Colony, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Toyota,"63,000",Diesel,Manual,9.9,Andheri East, Mumbai
https://images10.gaadi.com/usedcar_image/3915400/original/processed_6de512bf03d9ce46916b464f352ce7ee.jpg?imwidth=420,2018,Maruti,"46,000",Petrol,Automatic,5.75,Andheri, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,BMW,"80,000",Diesel,Automatic,19.75,Central, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Honda,"36,000",Petrol,Manual,5.75,Kandivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,BMW,"67,700",Diesel,Automatic,38.75,Andheri West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Audi,"62,401",Diesel,Automatic,14.99,Antop Hill, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Honda,"75,533",Petrol,Manual,6.02,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,"75,000",Petrol,Manual,5.35,Chembur, Mumbai
https://images10.gaadi.com/usedcar_image/3945716/original/304f18a2e181ac72d79b404193b223eb.jpg?imwidth=420,2020,Maruti,"31,021",Petrol,Automatic,9.23,Mulund West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,"70,547",CNG,Manual,3.35,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Hyundai,"9,412",Petrol,Automatic,10.85,Antop Hill, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Hyundai,"68,000",Petrol,Manual,2.99,Borivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3931206/original/processed_29689621feb47bda8855dc6d5f86e33e.jpg?imwidth=420,2020,Audi,"44,000",Diesel,Automatic,71.75,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"43,000",CNG,Manual,5.15,Antop Hill, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Honda,"41,887",Petrol,Manual,5.37,Goregaon East, Mumbai
https://images10.gaadi.com/usedcar_image/3927856/original/processed_740885c4cb9bd67009776687274c1515.jpg?imwidth=420,2021,Jeep,"24,000",Petrol,Automatic,17.5,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"28,000",Petrol,Automatic,10.5,Khar (w), Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Skoda,"97,000",Diesel,Automatic,5.85,Jogeshwari East, Mumbai
https://images10.gaadi.com/usedcar_image/3945791/original/processed_3f22bef9ffdbee6fbd23e318ea63c044.jpeg?imwidth=420,2019,Honda,"37,000",Petrol,Automatic,13.9,Khar (w), Mumbai
https://images10.gaadi.com/usedcar_image/3915096/original/processed_538825416db1a1ca95120cb5faaed314.jpg?imwidth=420,2012,BMW,"42,000",Diesel,Automatic,23.99,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Mahindra,"65,736",Diesel,Manual,9.75,Kharghar, Navi Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Honda,"13,000",Petrol,Manual,4.65,Andheri, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Maruti,"42,187",Petrol,Manual,5.15,Ghatkopar East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,MG,"78,000",Diesel,Manual,14.9,Malad West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Hyundai,"90,000",Diesel,Automatic,13.5,Santacruz (east), Mumbai
https://images10.gaadi.com/usedcar_image/3941962/original/processed_064e6936972bcc8b9f63224cae3d336d.jpg?imwidth=420,2020,Maruti,"43,000",Petrol,Manual,8.4,Borivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3943117/original/processed_241ac3bab9753531919cd1a302f32db8.jpg?imwidth=420,2012,Nissan,"75,900",Petrol,Manual,2.8,Borivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3932213/original/processed_55cab7dbc7da96430ca3d0510356483e.jpeg?imwidth=420,2018,BMW,"48,000",Petrol,Automatic,34.75,Khar (w), Mumbai
https://images10.gaadi.com/usedcar_image/3908908/original/3f7c481a3e77bdb872f0dc6dca27d03f.png?imwidth=420,2016,Honda,"16,756",Petrol,Manual,5.33,Prabhadevi, Mumbai
https://images10.gaadi.com/usedcar_image/3939472/original/processed_338b932405e89ea5f7a9d97efde2920c.jpg?imwidth=420,2019,Hyundai,"70,737",Diesel,Manual,11.75,West, Thane
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Ford,"50,888",Petrol,Manual,5.45,Thane,
https://images10.gaadi.com/usedcar_image/3922329/original/9069342290631a2869d10d22e568574a.jpg?imwidth=420,2017,Hyundai,"50,524",Petrol,Manual,4.11,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Maruti,"54,600",Petrol,Manual,3.75,Prabhadevi, Mumbai
https://images10.gaadi.com/usedcar_image/3932297/original/processed_9cf01a0c363386703dc249af1b088953.jpg?imwidth=420,2015,BMW,"69,600",Diesel,Automatic,15.75,Santacruz(west) S.o, Mumbai
https://images10.gaadi.com/usedcar_image/3943330/original/processed_0e8b277252d165ef3b9a98c8f8978414.jpeg?imwidth=420,2015,Hyundai,"42,000",Petrol,Manual,6.1,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"80,467",Diesel,Automatic,8.75,Kandivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Toyota,"1,31,831",Diesel,Automatic,31.0,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Hyundai,"4,717",Petrol,Automatic,10.5,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Hyundai,"30,003",Petrol,Automatic,8.6,Kandivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3941531/original/8471492326061ceac94c0b838c610f48.jpeg?imwidth=420,2017,Skoda,"42,000",Petrol,Automatic,12.75,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"57,555",Petrol,Manual,4.92,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Audi,"48,200",Diesel,Automatic,23.75,Andheri West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Volkswagen,"81,000",Petrol,Automatic,3.45,Mira Road (E), Thane
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Honda,"81,554",Petrol,Manual,4.95,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"27,400",Petrol,Manual,11.75,West, Thane
https://images10.gaadi.com/usedcar_image/3943084/original/processed_38f5b6bc1d2446db406032d01b7d287c.jpg?imwidth=420,2021,Hyundai,"25,000",Petrol,Automatic,19.75,Kandivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Maruti,"35,000",Petrol,Automatic,8.25,Antop Hill, Mumbai
https://images10.gaadi.com/usedcar_image/3915413/original/processed_4e8ce16f9dee92db2cb0cdc07507510b.jpg?imwidth=420,2018,Skoda,"1,05,000",Petrol,Automatic,8.75,Andheri, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Toyota,"1,70,111",Diesel,Manual,6.9,Malad, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Hyundai,"49,760",Petrol,Automatic,4.23,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Hyundai,"89,000",Petrol,Manual,1.85,S.o, Mira Road
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Volvo,"38,000",Diesel,Automatic,54.75,Andheri East, Mumbai
https://images10.gaadi.com/usedcar_image/3945549/original/processed_831c457e96482f31f1c4d01b3b395033.jpg?imwidth=420,2015,Honda,"49,000",Petrol,Manual,4.79,Andheri East, Mumbai
https://images10.gaadi.com/usedcar_image/3942151/original/processed_62851a71bee06ac8b35544c71d40e10c.jpg?imwidth=420,2016,Honda,"39,200",Petrol,Automatic,16.25,Borivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3913362/original/processed_757147a1c7a65c1f146cf7ee0e25ce10.jpg?imwidth=420,2014,Mercedes-Benz,"46,500",Diesel,Automatic,39.75,Malad West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"49,863",Petrol,Manual,6.05,Santacruz Central, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Land,"76,000",Diesel,Automatic,13.45,Andheri West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Volvo,"30,600",Diesel,Automatic,59.75,Malad West, Mumbai
https://images10.gaadi.com/usedcar_image/3924278/original/processed_dedffb7a03a617579e616ffe3ba1ee54.jpg?imwidth=420,2015,Mercedes-Benz,"30,000",Petrol,Automatic,18.95,Goregaon (w), Mumbai
https://images10.gaadi.com/usedcar_image/3216469/original/replace_img_632c5d9983d05_1663851929.png?imwidth=420,2015,Maruti,"74,450",Petrol,Manual,5.7,Prabhadevi, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Ford,"94,164",Diesel,Automatic,27.5,Thane,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Hyundai,"25,200",Diesel,Automatic,20.0,Mulund West, Mumbai
https://images10.gaadi.com/usedcar_image/3921714/original/processed_4139b51b527764a5bab61a4d7cd30f5d.jpg?imwidth=420,2018,Honda,"25,000",Petrol,Manual,7.99,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Honda,"27,000",Petrol,Manual,7.75,Chembur, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Hyundai,"47,000",Petrol,Automatic,9.75,S.o, Mira Road
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,BMW,"31,500",Diesel,Automatic,59.5,Malad West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"26,125",Petrol,Automatic,5.75,Borivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3836935/original/318037586ea6199eefc13febd6b73195.jpg?imwidth=420,2015,Hyundai,"64,152",Petrol,Manual,4.22,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Honda,"43,000",Petrol,Automatic,5.5,Mulund West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Hyundai,"6,970",Petrol,Manual,6.4,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Maruti,"61,211",Petrol,Automatic,5.85,Prabhadevi, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Maruti,"15,000",Petrol,Manual,9.35,Chembur, Mumbai
https://images10.gaadi.com/usedcar_image/3921303/original/processed_3d8de6ee5d2fe9e00f25828dda63590f.jpeg?imwidth=420,2019,Mercedes-Benz,"31,000",Diesel,Automatic,62.5,Malad West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Hyundai,"36,000",Petrol,Manual,11.65,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Toyota,"1,00,000",Diesel,Manual,9.0,Mumbai,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Tata,"47,000",Diesel,Automatic,12.45,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,MG,"19,000",Petrol,Automatic,14.9,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Toyota,"9,800",Diesel,Automatic,43.5,Kandivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3933662/original/processed_f72f28a995e39c75d8100eb99913670b.jpeg?imwidth=420,2021,Mercedes-Benz,"20,000",Petrol,Automatic,61.0,Khar (w), Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"36,521",CNG,Manual,5.15,West, Thane
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Hyundai,"32,238",Petrol,Automatic,9.35,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Honda,"34,915",Petrol,Automatic,6.2,Borivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Honda,"38,000",Petrol,Manual,6.3,Navi Mumbai,
https://images10.gaadi.com/usedcar_image/3935643/original/processed_6a65351fcf0b32ee97d9ea9adb3f5e35.jpg?imwidth=420,2018,Hyundai,"58,000",Petrol,Automatic,9.0,Antop Hill, Mumbai
https://images10.gaadi.com/usedcar_image/3872532/original/processed_d2ce97f75039107ed2cb8b134df5abc9.jpg?imwidth=420,2017,Maruti,"66,070",Petrol,Automatic,6.4,West, Thane
https://images10.gaadi.com/usedcar_image/3927887/original/processed_2bb18d199a999cf9d134417c8cf2a7ba.jpg?imwidth=420,2017,Skoda,"54,280",Petrol,Automatic,16.24,Thane,
https://images10.gaadi.com/usedcar_image/3939414/original/processed_ffb16345b2b97d878e6617aef3585520.jpeg?imwidth=420,2019,Maruti,"28,000",Petrol,Automatic,10.5,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Renault,"62,735",Diesel,Automatic,8.0,Thane,
https://images10.gaadi.com/usedcar_image/3802950/original/processed_img2968857__used_car_2968857_1706786042.jpg?imwidth=420,2015,Maruti,"65,741",Petrol,Manual,5.15,Antop Hill, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Toyota,"51,000",Diesel,Automatic,31.5,Andheri West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Honda,"62,666",Petrol,Automatic,6.25,Prabhadevi, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"87,000",Diesel,Manual,8.3,K.u.bazar, Navi Mumbai
https://images10.gaadi.com/usedcar_image/3943280/original/processed_09949031a2e3e7629c35b4a733a9e4e4.jpg?imwidth=420,2022,Hyundai,"13,379",Petrol,Automatic,19.75,Antop Hill, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Mercedes-Benz,"94,000",Diesel,Automatic,10.5,Jekegram, Thane
https://images10.gaadi.com/usedcar_image/3917288/original/processed_933f7f4cc77edf8ab28eacfcd93d2e3c.jpg?imwidth=420,2019,Maruti,"68,000",Diesel,Automatic,9.25,Chembur, Mumbai
https://images10.gaadi.com/usedcar_image/3924137/original/processed_0fdd095e573fd3ff27c26c77e42076db.jpg?imwidth=420,2018,Mercedes-Benz,"76,100",Diesel,Automatic,19.5,Andheri West, Mumbai
https://images10.gaadi.com/usedcar_image/3924970/original/00827c83faf1541d6c8834d0a95adc2b.jpg?imwidth=420,2018,Hyundai,"16,844",Petrol,Automatic,5.32,Goregaon East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"24,852",Petrol,Automatic,6.1,Antop Hill, Mumbai
https://images10.gaadi.com/usedcar_image/3927571/original/c26e98a5166931e402e334411a622bad.png?imwidth=420,2012,Honda,"55,033",Petrol,Manual,2.9,Borivali East, Mumbai
https://images10.gaadi.com/usedcar_image/3908403/original/processed_96cf012f15c9dd89357e639e2ccef59d.jpg?imwidth=420,2012,Mercedes-Benz,"75,600",Diesel,Automatic,16.5,Andheri West, Mumbai
https://images10.gaadi.com/usedcar_image/3937480/original/processed_627b968f0c61120d24fa8dafd7a02329.jpg?imwidth=420,2015,Ford,"59,000",Petrol,Automatic,4.51,West, Thane
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Skoda,"85,000",Petrol,Automatic,7.45,Andheri, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Hyundai,"54,510",Petrol,Manual,7.82,Goregaon East, Mumbai
https://images10.gaadi.com/usedcar_image/3944425/original/processed_21db950bb5cd584ed9d4a8ba8fc2a217.jpeg?imwidth=420,2016,Toyota,"54,150",Petrol,Manual,6.15,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Mini,"29,000",Petrol,Automatic,28.75,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Hyundai,"46,000",Petrol,Manual,4.95,Antop Hill, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Hyundai,"8,207",Petrol,Manual,9.3,Santacruz Central, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Renault,"63,898",Diesel,Automatic,6.71,Thane,
https://images10.gaadi.com/usedcar_image/3943592/original/processed_1b356494e6ea41eaf6219c823d9b1edb.jpg?imwidth=420,2013,Hyundai,"61,000",Petrol,Automatic,3.75,Mira Road (e), Thane
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"43,000",Petrol,Automatic,4.75,Chembur, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Honda,"37,350",Petrol,Automatic,13.9,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Skoda,"50,000",Diesel,Automatic,18.99,Borivali West, Mumbai
https://images10.gaadi.com/usedcar_image/3917125/original/processed_31b9647ae0536463b97ab16e52ec1226.jpeg?imwidth=420,2017,Mercedes-Benz,"32,500",Petrol,Automatic,36.5,Andheri East, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Maruti,"13,000",Petrol,Automatic,7.65,Andheri East, Mumbai
https://images10.gaadi.com/usedcar_image/3936106/original/processed_e4ca023411f649943cff6da2f2bb36c8.jpeg?imwidth=420,2020,Volkswagen,"39,000",Petrol,Manual,8.4,Khar (w), Mumbai
https://images10.gaadi.com/usedcar_image/3708036/original/img3708036__replace_img_6572c74a66d78_1702020938.png?imwidth=420,2018,Honda,"40,524",Petrol,Manual,6.55,Santacruz Central, Mumbai
https://images10.gaadi.com/usedcar_image/3943304/original/processed_cc7e7890f152fc4fa03d57d24dc6d1f8.jpeg?imwidth=420,2017,Honda,"32,000",Petrol,Automatic,6.25,Andheri East, Mumbai
https://images10.gaadi.com/usedcar_image/3882307/original/cb653ede9b86b2c826aad735957268f1.jpg?imwidth=420,2021,Maruti,"8,065",Petrol,Automatic,9.6,Goregaon East, Mumbai
https://images10.gaadi.com/usedcar_image/3937374/original/processed_39d6507fecb15ec8be9af19c54639aa5.jpg?imwidth=420,2021,Maruti,"13,369",Petrol,Manual,10.35,Malad, Mumbai
https://images10.gaadi.com/usedcar_image/3942174/original/processed_c1451d96461fa27442c49a53cc77da60.jpg?imwidth=420,2019,Maruti,"42,041",Petrol,Manual,6.6,Thane,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"18,442",Petrol,Manual,4.65,Santacruz Central, Mumbai
https://images10.gaadi.com/usedcar_image/3922916/original/da6e94679da0535b25e5d53c11dddd7a.png?imwidth=420,2017,Volkswagen,"32,263",Petrol,Manual,4.75,Prabhadevi, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Maruti,"23,400",Petrol,Manual,4.5,Chembur, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Maruti,"15,004",Petrol,Automatic,4.95,Kandivali West, Mumbai
https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Hyundai,"83,626",Petrol,Automatic,8.54,Goregaon East, Mumbai
https://images10.gaadi.com/usedcar_image/3940121/original/processed_f26bb30a50d6fdcd66e826ed5f98cc1e.jpg?imwidth=420,2018,Honda,"34,703",Petrol,Manual,5.75,Antop Hill, Mumbai
https://images10.gaadi.com/usedcar_image/3940425/original/processed_4bb9e0c95ddabfa0607ac87b29020bbd.jpg?imwidth=420,2020,Hyundai,"38,000",Petrol,Automatic,8.5,Malad, Mumbai
